date,office,candidate,party,reporting_level,jurisdiction,county,votes,percentage
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Phillips County,Phillips County,7,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Pike County,Pike County,68,33.50
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Pike County,Pike County,135,66.50
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Pike County,Pike County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Pike County,Pike County,1,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Poinsett County,Poinsett County,1359,50.37
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Poinsett County,Poinsett County,1339,49.63
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Poinsett County,Poinsett County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Poinsett County,Poinsett County,0,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Polk County,Polk County,421,35.56
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Polk County,Polk County,763,64.44
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Polk County,Polk County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Polk County,Polk County,201,
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Pope County,Pope County,1200,64.14
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Pope County,Pope County,671,35.86
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Pope County,Pope County,45,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Pope County,Pope County,231,
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Prairie County,Prairie County,179,68.32
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Prairie County,Prairie County,83,31.68
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Prairie County,Prairie County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Prairie County,Prairie County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Pulaski County,Pulaski County,1740,56.31
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Pulaski County,Pulaski County,1350,43.69
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Pulaski County,Pulaski County,1,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Pulaski County,Pulaski County,42,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Randolph County,Randolph County,1675,66.97
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Randolph County,Randolph County,826,33.03
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Randolph County,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Randolph County,Randolph County,206,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce,Democrat,county,Randolph County,Randolph County,1340,51.13
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert,Democrat,county,Randolph County,Randolph County,1281,48.87
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,county,Randolph County,Randolph County,1,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,county,Randolph County,Randolph County,85,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Saline County,Saline County,238,42.05
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Saline County,Saline County,328,57.95
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Saline County,Saline County,2,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Saline County,Saline County,3,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Scott County,Scott County,148,33.79
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Scott County,Scott County,290,66.21
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Scott County,Scott County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Scott County,Scott County,0,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Searcy County,Searcy County,25,33.78
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Searcy County,Searcy County,49,66.22
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Searcy County,Searcy County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Searcy County,Searcy County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Sebastian County,Sebastian County,289,72.25
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Sebastian County,Sebastian County,111,27.75
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Sebastian County,Sebastian County,1,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Sebastian County,Sebastian County,0,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Sevier County,Sevier County,136,49.45
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Sevier County,Sevier County,139,50.55
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Sevier County,Sevier County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Sevier County,Sevier County,1,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Sharp County,Sharp County,1024,42.23
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Sharp County,Sharp County,1401,57.77
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Sharp County,Sharp County,3,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Sharp County,Sharp County,190,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert,Democrat,county,Sharp County,Sharp County,681,26.08
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce,Democrat,county,Sharp County,Sharp County,1930,73.92
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,county,Sharp County,Sharp County,2,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,county,Sharp County,Sharp County,5,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Stone County,Stone County,153,23.15
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Stone County,Stone County,508,76.85
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Stone County,Stone County,1,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Stone County,Stone County,38,
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Union County,Union County,422,62.52
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Union County,Union County,253,37.48
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Union County,Union County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Union County,Union County,40,
2002-06-11,State Representative District 007,Elizabeth Eppinette,Democrat,county,Union County,Union County,203,50.37
2002-06-11,State Representative District 007,Robert Neal Jeffrey,Democrat,county,Union County,Union County,200,49.63
2002-06-11,State Representative District 007,Total over votes,Democrat,county,Union County,Union County,0,
2002-06-11,State Representative District 007,Total under votes,Democrat,county,Union County,Union County,7,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Van Buren County,Van Buren County,1029,27.30
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Van Buren County,Van Buren County,2740,72.70
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Van Buren County,Van Buren County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Van Buren County,Van Buren County,0,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Washington County,Washington County,178,33.71
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Washington County,Washington County,350,66.29
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Washington County,Washington County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Washington County,Washington County,2,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,White County,White County,765,31.07
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,White County,White County,1697,68.93
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,White County,White County,3,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,White County,White County,204,
2002-06-11,State Representative District 049,Marion Mills Craig,Democrat,county,White County,White County,798,43.73
2002-06-11,State Representative District 049,Mark Pate,Democrat,county,White County,White County,1027,56.27
2002-06-11,State Representative District 049,Total over votes,Democrat,county,White County,White County,2,
2002-06-11,State Representative District 049,Total under votes,Democrat,county,White County,White County,19,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Woodruff County,Woodruff County,720,34.78
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Woodruff County,Woodruff County,1350,65.22
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Woodruff County,Woodruff County,3,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Woodruff County,Woodruff County,214,
2002-06-11,Commissioner of State Lands,Representative George French,Democrat,county,Yell County,Yell County,290,32.12
2002-06-11,Commissioner of State Lands,Mark Wilcox,Democrat,county,Yell County,Yell County,613,67.88
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,county,Yell County,Yell County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,county,Yell County,Yell County,14,
2002-06-11,State Representative District 081,Senator Gary D. Hunter - Republican,Republican,precinct,2-1 Clarkridge Fire Station,Baxter County,0,
2002-06-11,State Representative District 081,Johnny Key - Republican,Republican,precinct,2-1 Clarkridge Fire Station,Baxter County,0,
2002-06-11,State Representative District 081,Total over votes,Republican,precinct,2-1 Clarkridge Fire Station,Baxter County,0,
2002-06-11,State Representative District 081,Total under votes,Republican,precinct,2-1 Clarkridge Fire Station,Baxter County,0,
2002-06-11,State Representative District 081,Senator Gary D. Hunter - Republican,Republican,precinct,"2-2, 4-2, 10-4 Village Mall",Baxter County,58,
2002-06-11,State Representative District 081,Johnny Key - Republican,Republican,precinct,"2-2, 4-2, 10-4 Village Mall",Baxter County,112,
2002-06-11,State Representative District 081,Total over votes,Republican,precinct,"2-2, 4-2, 10-4 Village Mall",Baxter County,0,
2002-06-11,State Representative District 081,Total under votes,Republican,precinct,"2-2, 4-2, 10-4 Village Mall",Baxter County,0,
2002-06-11,State Representative District 081,Senator Gary D. Hunter - Republican,Republican,precinct,2-3 Three Brothers Community Church,Baxter County,24,
2002-06-11,State Representative District 081,Johnny Key - Republican,Republican,precinct,2-3 Three Brothers Community Church,Baxter County,16,
2002-06-11,State Representative District 081,Total over votes,Republican,precinct,2-3 Three Brothers Community Church,Baxter County,0,
2002-06-11,State Representative District 081,Total under votes,Republican,precinct,2-3 Three Brothers Community Church,Baxter County,0,
2002-06-11,State Representative District 081,Senator Gary D. Hunter - Republican,Republican,precinct,3-1 Gamaliel Fire Station,Baxter County,0,
